{INFO}	10-01-2021 Sunday EST 18:57:20	consoleLog.Main     	Welcome to Chase Bank                              
{INFO}	10-01-2021 Sunday EST 20:12:16	consoleLog.Main     	Welcome to Chase Bank                              
{INFO}	10-01-2021 Sunday EST 20:12:16	consoleLog.Main     	-----------------------                            
{INFO}	10-01-2021 Sunday EST 20:12:16	consoleLog.Main     	Customer Options                                   
{INFO}	10-01-2021 Sunday EST 20:12:16	consoleLog.Main     	=======================                            
{INFO}	10-01-2021 Sunday EST 20:12:16	consoleLog.Main     	1)Login                                            
{INFO}	10-01-2021 Sunday EST 20:12:16	consoleLog.Main     	2)Sign Up                                          
{INFO}	10-01-2021 Sunday EST 20:12:16	consoleLog.Main     	3)EXIT                                             
{INFO}	10-01-2021 Sunday EST 20:12:19	consoleLog.Main     	Enter Your Email:                                  
{INFO}	10-01-2021 Sunday EST 20:12:24	consoleLog.Main     	Enter Your Password:                               
{ERROR}	10-01-2021 Sunday EST 20:12:29	consoleLog.Main     	Log in Failed, enter a correct email and password  
{INFO}	10-01-2021 Sunday EST 20:12:29	consoleLog.Main     	Customer Options                                   
{INFO}	10-01-2021 Sunday EST 20:12:29	consoleLog.Main     	=======================                            
{INFO}	10-01-2021 Sunday EST 20:12:29	consoleLog.Main     	1)Login                                            
{INFO}	10-01-2021 Sunday EST 20:12:29	consoleLog.Main     	2)Sign Up                                          
{INFO}	10-01-2021 Sunday EST 20:12:29	consoleLog.Main     	3)EXIT                                             
{INFO}	10-01-2021 Sunday EST 20:12:43	consoleLog.Main     	Enter Your Email:                                  
{INFO}	10-01-2021 Sunday EST 20:12:53	consoleLog.Main     	Enter Your Password:                               
{INFO}	10-01-2021 Sunday EST 20:12:56	consoleLog.Main     	Customer [customer_id=1, first_name=Juan, last_name=Alcantara, dob=1990-01-02, gender=M, ssn=111111111, address=123 Creston Ave, phone=8005551234, email=juan231f@yahoo.com, password=password1] 
{INFO}	10-01-2021 Sunday EST 20:12:56	consoleLog.Main     	                                                   
{INFO}	10-01-2021 Sunday EST 20:12:56	consoleLog.Main     	Customer Options                                   
{INFO}	10-01-2021 Sunday EST 20:12:56	consoleLog.Main     	=======================                            
{INFO}	10-01-2021 Sunday EST 20:12:56	consoleLog.Main     	1)Login                                            
{INFO}	10-01-2021 Sunday EST 20:12:56	consoleLog.Main     	2)Sign Up                                          
{INFO}	10-01-2021 Sunday EST 20:12:56	consoleLog.Main     	3)EXIT                                             
{INFO}	10-01-2021 Sunday EST 20:13:55	consoleLog.Main     	Welcome to Chase Bank                              
{INFO}	10-01-2021 Sunday EST 20:13:55	consoleLog.Main     	-----------------------                            
{INFO}	10-01-2021 Sunday EST 20:13:55	consoleLog.Main     	Customer Options                                   
{INFO}	10-01-2021 Sunday EST 20:13:55	consoleLog.Main     	=======================                            
{INFO}	10-01-2021 Sunday EST 20:13:55	consoleLog.Main     	1)Login                                            
{INFO}	10-01-2021 Sunday EST 20:13:55	consoleLog.Main     	2)Sign Up                                          
{INFO}	10-01-2021 Sunday EST 20:13:55	consoleLog.Main     	3)EXIT                                             
{INFO}	10-01-2021 Sunday EST 20:13:59	consoleLog.Main     	Enter Your Email:                                  
{INFO}	10-01-2021 Sunday EST 20:14:04	consoleLog.Main     	Enter Your Password:                               
{INFO}	10-01-2021 Sunday EST 20:14:07	consoleLog.Main     	                                                   
{INFO}	10-01-2021 Sunday EST 20:14:07	consoleLog.Main     	Customer Options                                   
{INFO}	10-01-2021 Sunday EST 20:14:07	consoleLog.Main     	=======================                            
{INFO}	10-01-2021 Sunday EST 20:14:07	consoleLog.Main     	1)Login                                            
{INFO}	10-01-2021 Sunday EST 20:14:07	consoleLog.Main     	2)Sign Up                                          
{INFO}	10-01-2021 Sunday EST 20:14:07	consoleLog.Main     	3)EXIT                                             
{INFO}	10-01-2021 Sunday EST 20:16:04	consoleLog.Main     	Welcome to Chase Bank                              
{INFO}	10-01-2021 Sunday EST 20:16:04	consoleLog.Main     	-----------------------                            
{INFO}	10-01-2021 Sunday EST 20:16:04	consoleLog.Main     	Customer Options                                   
{INFO}	10-01-2021 Sunday EST 20:16:04	consoleLog.Main     	=======================                            
{INFO}	10-01-2021 Sunday EST 20:16:04	consoleLog.Main     	1)Login                                            
{INFO}	10-01-2021 Sunday EST 20:16:04	consoleLog.Main     	2)Sign Up                                          
{INFO}	10-01-2021 Sunday EST 20:16:04	consoleLog.Main     	3)EXIT                                             
{INFO}	10-01-2021 Sunday EST 20:16:07	consoleLog.Main     	Enter Your Email:                                  
{INFO}	10-01-2021 Sunday EST 20:16:18	consoleLog.Main     	Enter Your Password:                               
{ERROR}	10-01-2021 Sunday EST 20:16:21	consoleLog.Main     	Log in Failed, enter a correct email and password  
{INFO}	10-01-2021 Sunday EST 20:16:21	consoleLog.Main     	Customer Options                                   
{INFO}	10-01-2021 Sunday EST 20:16:21	consoleLog.Main     	=======================                            
{INFO}	10-01-2021 Sunday EST 20:16:21	consoleLog.Main     	1)Login                                            
{INFO}	10-01-2021 Sunday EST 20:16:21	consoleLog.Main     	2)Sign Up                                          
{INFO}	10-01-2021 Sunday EST 20:16:21	consoleLog.Main     	3)EXIT                                             
{INFO}	10-01-2021 Sunday EST 20:16:51	consoleLog.Main     	Enter Your Email:                                  
{INFO}	10-01-2021 Sunday EST 20:17:06	consoleLog.Main     	Enter Your Password:                               
{ERROR}	10-01-2021 Sunday EST 20:17:32	consoleLog.Main     	Log in Failed, enter a correct email and password  
{INFO}	10-01-2021 Sunday EST 20:17:32	consoleLog.Main     	Customer Options                                   
{INFO}	10-01-2021 Sunday EST 20:17:32	consoleLog.Main     	=======================                            
{INFO}	10-01-2021 Sunday EST 20:17:32	consoleLog.Main     	1)Login                                            
{INFO}	10-01-2021 Sunday EST 20:17:32	consoleLog.Main     	2)Sign Up                                          
{INFO}	10-01-2021 Sunday EST 20:17:32	consoleLog.Main     	3)EXIT                                             
